id,name,generation,type_1,type_2,ability_1,ability_2,hidden_ability,is_legendary,hp,atk,def,sp_atk,sp_def,speed,total
320,wailmer,3,water,,water-veil,oblivious,pressure,0,130,70,35,70,35,60,400
321,wailord,3,water,,water-veil,oblivious,pressure,0,170,90,45,90,45,60,500
322,numel,3,fire,ground,oblivious,simple,own-tempo,0,60,60,40,65,45,35,305
323,camerupt,3,fire,ground,magma-armor,solid-rock,anger-point,0,70,100,70,105,75,40,460
324,torkoal,3,fire,,white-smoke,drought,shell-armor,0,70,85,140,85,70,20,470
325,spoink,3,psychic,,thick-fat,own-tempo,gluttony,0,60,25,35,70,80,60,330
326,grumpig,3,psychic,,thick-fat,own-tempo,gluttony,0,80,45,65,90,110,80,470
327,spinda,3,normal,,own-tempo,tangled-feet,contrary,0,60,60,60,60,60,60,360
328,trapinch,3,ground,,hyper-cutter,arena-trap,sheer-force,0,45,100,45,45,45,10,290
329,vibrava,3,ground,dragon,levitate,,,0,50,70,50,50,50,70,340
330,flygon,3,ground,dragon,levitate,,,0,80,100,80,80,80,100,520
331,cacnea,3,grass,,sand-veil,,water-absorb,0,50,85,40,85,40,35,335
332,cacturne,3,grass,dark,sand-veil,,water-absorb,0,70,115,60,115,60,55,475
333,swablu,3,normal,flying,natural-cure,,cloud-nine,0,45,40,60,40,75,50,310
334,altaria,3,dragon,flying,natural-cure,,cloud-nine,0,75,70,90,70,105,80,490
335,zangoose,3,normal,,immunity,,toxic-boost,0,73,115,60,60,60,90,458
336,seviper,3,poison,,shed-skin,,infiltrator,0,73,100,60,100,60,65,458
337,lunatone,3,rock,psychic,levitate,,,0,90,55,65,95,85,70,460
338,solrock,3,rock,psychic,levitate,,,0,90,95,85,55,65,70,460
339,barboach,3,water,ground,oblivious,anticipation,hydration,0,50,48,43,46,41,60,288
340,whiscash,3,water,ground,oblivious,anticipation,hydration,0,110,78,73,76,71,60,468
341,corphish,3,water,,hyper-cutter,shell-armor,adaptability,0,43,80,65,50,35,35,308
342,crawdaunt,3,water,dark,hyper-cutter,shell-armor,adaptability,0,63,120,85,90,55,55,468
343,baltoy,3,ground,psychic,levitate,,,0,40,40,55,40,70,55,300
344,claydol,3,ground,psychic,levitate,,,0,60,70,105,70,120,75,500
345,lileep,3,rock,grass,suction-cups,,storm-drain,0,66,41,77,61,87,23,355
346,cradily,3,rock,grass,suction-cups,,storm-drain,0,86,81,97,81,107,43,495
347,anorith,3,rock,bug,battle-armor,,swift-swim,0,45,95,50,40,50,75,355
348,armaldo,3,rock,bug,battle-armor,,swift-swim,0,75,125,100,70,80,45,495
349,feebas,3,water,,swift-swim,oblivious,adaptability,0,20,15,20,10,55,80,200
350,milotic,3,water,,marvel-scale,competitive,cute-charm,0,95,60,79,100,125,81,540
351,castform,3,normal,,forecast,,,0,70,70,70,70,70,70,420
352,kecleon,3,normal,,color-change,,protean,0,60,90,70,60,120,40,440
353,shuppet,3,ghost,,insomnia,frisk,cursed-body,0,44,75,35,63,33,45,295
354,banette,3,ghost,,insomnia,frisk,cursed-body,0,64,115,65,83,63,65,455
355,duskull,3,ghost,,levitate,,frisk,0,20,40,90,30,90,25,295
356,dusclops,3,ghost,,pressure,,frisk,0,40,70,130,60,130,25,455
357,tropius,3,grass,flying,chlorophyll,solar-power,harvest,0,99,68,83,72,87,51,460
358,chimecho,3,psychic,,levitate,,,0,75,50,80,95,90,65,455
359,absol,3,dark,,pressure,super-luck,justified,0,65,130,60,75,60,75,465
360,wynaut,3,psychic,,shadow-tag,,telepathy,0,95,23,48,23,48,23,260
361,snorunt,3,ice,,inner-focus,ice-body,moody,0,50,50,50,50,50,50,300
362,glalie,3,ice,,inner-focus,ice-body,moody,0,80,80,80,80,80,80,480
363,spheal,3,ice,water,thick-fat,ice-body,oblivious,0,70,40,50,55,50,25,290
364,sealeo,3,ice,water,thick-fat,ice-body,oblivious,0,90,60,70,75,70,45,410
365,walrein,3,ice,water,thick-fat,ice-body,oblivious,0,110,80,90,95,90,65,530
366,clamperl,3,water,,shell-armor,,rattled,0,35,64,85,74,55,32,345
367,huntail,3,water,,swift-swim,,water-veil,0,55,104,105,94,75,52,485
368,gorebyss,3,water,,swift-swim,,hydration,0,55,84,105,114,75,52,485
369,relicanth,3,water,rock,swift-swim,rock-head,sturdy,0,100,90,130,45,65,55,485
370,luvdisc,3,water,,swift-swim,,hydration,0,43,30,55,40,65,97,330
371,bagon,3,dragon,,rock-head,,sheer-force,0,45,75,60,40,30,50,300
372,shelgon,3,dragon,,rock-head,,overcoat,0,65,95,100,60,50,50,420
373,salamence,3,dragon,flying,intimidate,,moxie,0,95,135,80,110,80,100,600
374,beldum,3,steel,psychic,clear-body,,light-metal,0,40,55,80,35,60,30,300
375,metang,3,steel,psychic,clear-body,,light-metal,0,60,75,100,55,80,50,420
376,metagross,3,steel,psychic,clear-body,,light-metal,0,80,135,130,95,90,70,600
377,regirock,3,rock,,clear-body,,sturdy,1,80,100,200,50,100,50,580
378,regice,3,ice,,clear-body,,ice-body,1,80,50,100,100,200,50,580
379,registeel,3,steel,,clear-body,,light-metal,1,80,75,150,75,150,50,580
380,latias,3,dragon,psychic,levitate,,,1,80,80,90,110,130,110,600
381,latios,3,dragon,psychic,levitate,,,1,80,90,80,130,110,110,600
382,kyogre,3,water,,drizzle,,,1,100,100,90,150,140,90,670
383,groudon,3,ground,,drought,,,1,100,150,140,100,90,90,670
384,rayquaza,3,dragon,flying,air-lock,,,1,105,150,90,150,90,95,680
385,jirachi,3,steel,psychic,serene-grace,,,1,100,100,100,100,100,100,600
386,deoxys-normal,3,psychic,,pressure,,,1,50,150,50,150,50,150,600
387,turtwig,4,grass,,overgrow,,shell-armor,0,55,68,64,45,55,31,318
388,grotle,4,grass,,overgrow,,shell-armor,0,75,89,85,55,65,36,405
389,torterra,4,grass,ground,overgrow,,shell-armor,0,95,109,105,75,85,56,525
390,chimchar,4,fire,,blaze,,iron-fist,0,44,58,44,58,44,61,309
391,monferno,4,fire,fighting,blaze,,iron-fist,0,64,78,52,78,52,81,405
392,infernape,4,fire,fighting,blaze,,iron-fist,0,76,104,71,104,71,108,534
393,piplup,4,water,,torrent,,competitive,0,53,51,53,61,56,40,314
394,prinplup,4,water,,torrent,,competitive,0,64,66,68,81,76,50,405
395,empoleon,4,water,steel,torrent,,competitive,0,84,86,88,111,101,60,530
396,starly,4,normal,flying,keen-eye,,reckless,0,40,55,30,30,30,60,245
397,staravia,4,normal,flying,intimidate,,reckless,0,55,75,50,40,40,80,340
398,staraptor,4,normal,flying,intimidate,,reckless,0,85,120,70,50,60,100,485
399,bidoof,4,normal,,simple,unaware,moody,0,59,45,40,35,40,31,250
400,bibarel,4,normal,water,simple,unaware,moody,0,79,85,60,55,60,71,410
401,kricketot,4,bug,,shed-skin,,run-away,0,37,25,41,25,41,25,194
402,kricketune,4,bug,,swarm,,technician,0,77,85,51,55,51,65,384
403,shinx,4,electric,,rivalry,intimidate,guts,0,45,65,34,40,34,45,263
404,luxio,4,electric,,rivalry,intimidate,guts,0,60,85,49,60,49,60,363
405,luxray,4,electric,,rivalry,intimidate,guts,0,80,120,79,95,79,70,523
406,budew,4,grass,poison,natural-cure,poison-point,leaf-guard,0,40,30,35,50,70,55,280
407,roserade,4,grass,poison,natural-cure,poison-point,technician,0,60,70,65,125,105,90,515
408,cranidos,4,rock,,mold-breaker,,sheer-force,0,67,125,40,30,30,58,350
409,rampardos,4,rock,,mold-breaker,,sheer-force,0,97,165,60,65,50,58,495
410,shieldon,4,rock,steel,sturdy,,soundproof,0,30,42,118,42,88,30,350
411,bastiodon,4,rock,steel,sturdy,,soundproof,0,60,52,168,47,138,30,495
412,burmy,4,bug,,shed-skin,,overcoat,0,40,29,45,29,45,36,224
413,wormadam-plant,4,bug,grass,anticipation,,overcoat,0,60,59,85,79,105,36,424
414,mothim,4,bug,flying,swarm,,tinted-lens,0,70,94,50,94,50,66,424
415,combee,4,bug,flying,honey-gather,,hustle,0,30,30,42,30,42,70,244
416,vespiquen,4,bug,flying,pressure,,unnerve,0,70,80,102,80,102,40,474
417,pachirisu,4,electric,,run-away,pickup,volt-absorb,0,60,45,70,45,90,95,405
418,buizel,4,water,,swift-swim,,water-veil,0,55,65,35,60,30,85,330
419,floatzel,4,water,,swift-swim,,water-veil,0,85,105,55,85,50,115,495
420,cherubi,4,grass,,chlorophyll,,,0,45,35,45,62,53,35,275
421,cherrim,4,grass,,flower-gift,,,0,70,60,70,87,78,85,450
422,shellos,4,water,,sticky-hold,storm-drain,sand-force,0,76,48,48,57,62,34,325
423,gastrodon,4,water,ground,sticky-hold,storm-drain,sand-force,0,111,83,68,92,82,39,475
424,ambipom,4,normal,,technician,pickup,skill-link,0,75,100,66,60,66,115,482
425,drifloon,4,ghost,flying,aftermath,unburden,flare-boost,0,90,50,34,60,44,70,348
426,drifblim,4,ghost,flying,aftermath,unburden,flare-boost,0,150,80,44,90,54,80,498
427,buneary,4,normal,,run-away,klutz,limber,0,55,66,44,44,56,85,350
428,lopunny,4,normal,,cute-charm,klutz,limber,0,65,76,84,54,96,105,480
429,mismagius,4,ghost,,levitate,,,0,60,60,60,105,105,105,495
430,honchkrow,4,dark,flying,insomnia,super-luck,moxie,0,100,125,52,105,52,71,505
431,glameow,4,normal,,limber,own-tempo,keen-eye,0,49,55,42,42,37,85,310
432,purugly,4,normal,,thick-fat,own-tempo,defiant,0,71,82,64,64,59,112,452
433,chingling,4,psychic,,levitate,,,0,45,30,50,65,50,45,285
434,stunky,4,poison,dark,stench,aftermath,keen-eye,0,63,63,47,41,41,74,329
435,skuntank,4,poison,dark,stench,aftermath,keen-eye,0,103,93,67,71,61,84,479
436,bronzor,4,steel,psychic,levitate,heatproof,heavy-metal,0,57,24,86,24,86,23,300
437,bronzong,4,steel,psychic,levitate,heatproof,heavy-metal,0,67,89,116,79,116,33,500
438,bonsly,4,rock,,sturdy,rock-head,rattled,0,50,80,95,10,45,10,290
439,mime-jr,4,psychic,fairy,soundproof,filter,technician,0,20,25,45,70,90,60,310
440,happiny,4,normal,,natural-cure,serene-grace,friend-guard,0,100,5,5,15,65,30,220
441,chatot,4,normal,flying,keen-eye,tangled-feet,big-pecks,0,76,65,45,92,42,91,411
442,spiritomb,4,ghost,dark,pressure,,infiltrator,0,50,92,108,92,108,35,485
443,gible,4,dragon,ground,sand-veil,,rough-skin,0,58,70,45,40,45,42,300
444,gabite,4,dragon,ground,sand-veil,,rough-skin,0,68,90,65,50,55,82,410
445,garchomp,4,dragon,ground,sand-veil,,rough-skin,0,108,130,95,80,85,102,600
446,munchlax,4,normal,,pickup,thick-fat,gluttony,0,135,85,40,40,85,5,390
447,riolu,4,fighting,,steadfast,inner-focus,prankster,0,40,70,40,35,40,60,285
448,lucario,4,fighting,steel,steadfast,inner-focus,justified,0,70,110,70,115,70,90,525
449,hippopotas,4,ground,,sand-stream,,sand-force,0,68,72,78,38,42,32,330
450,hippowdon,4,ground,,sand-stream,,sand-force,0,108,112,118,68,72,47,525
451,skorupi,4,poison,bug,battle-armor,sniper,keen-eye,0,40,50,90,30,55,65,330
452,drapion,4,poison,dark,battle-armor,sniper,keen-eye,0,70,90,110,60,75,95,500
453,croagunk,4,poison,fighting,anticipation,dry-skin,poison-touch,0,48,61,40,61,40,50,300
454,toxicroak,4,poison,fighting,anticipation,dry-skin,poison-touch,0,83,106,65,86,65,85,490
455,carnivine,4,grass,,levitate,,,0,74,100,72,90,72,46,454
456,finneon,4,water,,swift-swim,storm-drain,water-veil,0,49,49,56,49,61,66,330
457,lumineon,4,water,,swift-swim,storm-drain,water-veil,0,69,69,76,69,86,91,460
458,mantyke,4,water,flying,swift-swim,water-absorb,water-veil,0,45,20,50,60,120,50,345
459,snover,4,grass,ice,snow-warning,,soundproof,0,60,62,50,62,60,40,334
460,abomasnow,4,grass,ice,snow-warning,,soundproof,0,90,92,75,92,85,60,494
461,weavile,4,dark,ice,pressure,,pickpocket,0,70,120,65,45,85,125,510
462,magnezone,4,electric,steel,magnet-pull,sturdy,analytic,0,70,70,115,130,90,60,535
463,lickilicky,4,normal,,own-tempo,oblivious,cloud-nine,0,110,85,95,80,95,50,515
464,rhyperior,4,ground,rock,lightning-rod,solid-rock,reckless,0,115,140,130,55,55,40,535
465,tangrowth,4,grass,,chlorophyll,leaf-guard,regenerator,0,100,100,125,110,50,50,535
466,electivire,4,electric,,motor-drive,,vital-spirit,0,75,123,67,95,85,95,540
467,magmortar,4,fire,,flame-body,,vital-spirit,0,75,95,67,125,95,83,540
468,togekiss,4,fairy,flying,hustle,serene-grace,super-luck,0,85,50,95,120,115,80,545
469,yanmega,4,bug,flying,speed-boost,tinted-lens,frisk,0,86,76,86,116,56,95,515
470,leafeon,4,grass,,leaf-guard,,chlorophyll,0,65,110,130,60,65,95,525
471,glaceon,4,ice,,snow-cloak,,ice-body,0,65,60,110,130,95,65,525
472,gliscor,4,ground,flying,hyper-cutter,sand-veil,poison-heal,0,75,95,125,45,75,95,510
473,mamoswine,4,ice,ground,oblivious,snow-cloak,thick-fat,0,110,130,80,70,60,80,530
474,porygon-z,4,normal,,adaptability,download,analytic,0,85,80,70,135,75,90,535
475,gallade,4,psychic,fighting,steadfast,sharpness,justified,0,68,125,65,65,115,80,518
476,probopass,4,rock,steel,sturdy,magnet-pull,sand-force,0,60,55,145,75,150,40,525
477,dusknoir,4,ghost,,pressure,,frisk,0,45,100,135,65,135,45,525
478,froslass,4,ice,ghost,snow-cloak,,cursed-body,0,70,80,70,80,70,110,480
479,rotom,4,electric,ghost,levitate,,,0,50,50,77,95,77,91,440
480,uxie,4,psychic,,levitate,,,1,75,75,130,75,130,95,580
481,mesprit,4,psychic,,levitate,,,1,80,105,105,105,105,80,580
482,azelf,4,psychic,,levitate,,,1,75,125,70,125,70,115,580
483,dialga,4,steel,dragon,pressure,,telepathy,1,100,120,120,150,100,90,680
484,palkia,4,water,dragon,pressure,,telepathy,1,90,120,100,150,120,100,680
485,heatran,4,fire,steel,flash-fire,,flame-body,1,91,90,106,130,106,77,600
486,regigigas,4,normal,,slow-start,,,1,110,160,110,80,110,100,670
487,giratina-altered,4,ghost,dragon,pressure,,telepathy,1,150,100,120,100,120,90,680
488,cresselia,4,psychic,,levitate,,,1,120,70,110,75,120,85,580
489,phione,4,water,,hydration,,,1,80,80,80,80,80,80,480
490,manaphy,4,water,,hydration,,,1,100,100,100,100,100,100,600
491,darkrai,4,dark,,bad-dreams,,,1,70,90,90,135,90,125,600
492,shaymin-land,4,grass,,natural-cure,,,1,100,100,100,100,100,100,600
493,arceus,4,normal,,multitype,,,1,120,120,120,120,120,120,720
494,victini,5,psychic,fire,victory-star,,,1,100,100,100,100,100,100,600
495,snivy,5,grass,,overgrow,,contrary,0,45,45,55,45,55,63,308
496,servine,5,grass,,overgrow,,contrary,0,60,60,75,60,75,83,413
497,serperior,5,grass,,overgrow,,contrary,0,75,75,95,75,95,113,528
498,tepig,5,fire,,blaze,,thick-fat,0,65,63,45,45,45,45,308
499,pignite,5,fire,fighting,blaze,,thick-fat,0,90,93,55,70,55,55,418
500,emboar,5,fire,fighting,blaze,,reckless,0,110,123,65,100,65,65,528
501,oshawott,5,water,,torrent,,shell-armor,0,55,55,45,63,45,45,308
502,dewott,5,water,,torrent,,shell-armor,0,75,75,60,83,60,60,413
503,samurott,5,water,,torrent,,shell-armor,0,95,100,85,108,70,70,528
504,patrat,5,normal,,run-away,keen-eye,analytic,0,45,55,39,35,39,42,255
505,watchog,5,normal,,illuminate,keen-eye,analytic,0,60,85,69,60,69,77,420
506,lillipup,5,normal,,vital-spirit,pickup,run-away,0,45,60,45,25,45,55,275
507,herdier,5,normal,,intimidate,sand-rush,scrappy,0,65,80,65,35,65,60,370
508,stoutland,5,normal,,intimidate,sand-rush,scrappy,0,85,110,90,45,90,80,500
509,purrloin,5,dark,,limber,unburden,prankster,0,41,50,37,50,37,66,281
510,liepard,5,dark,,limber,unburden,prankster,0,64,88,50,88,50,106,446
511,pansage,5,grass,,gluttony,,overgrow,0,50,53,48,53,48,64,316
512,simisage,5,grass,,gluttony,,overgrow,0,75,98,63,98,63,101,498
513,pansear,5,fire,,gluttony,,blaze,0,50,53,48,53,48,64,316
514,simisear,5,fire,,gluttony,,blaze,0,75,98,63,98,63,101,498
515,panpour,5,water,,gluttony,,torrent,0,50,53,48,53,48,64,316
516,simipour,5,water,,gluttony,,torrent,0,75,98,63,98,63,101,498
517,munna,5,psychic,,forewarn,synchronize,telepathy,0,76,25,45,67,55,24,292
518,musharna,5,psychic,,forewarn,synchronize,telepathy,0,116,55,85,107,95,29,487
519,pidove,5,normal,flying,big-pecks,super-luck,rivalry,0,50,55,50,36,30,43,264
520,tranquill,5,normal,flying,big-pecks,super-luck,rivalry,0,62,77,62,50,42,65,358
521,unfezant,5,normal,flying,big-pecks,super-luck,rivalry,0,80,115,80,65,55,93,488
522,blitzle,5,electric,,lightning-rod,motor-drive,sap-sipper,0,45,60,32,50,32,76,295
523,zebstrika,5,electric,,lightning-rod,motor-drive,sap-sipper,0,75,100,63,80,63,116,497
524,roggenrola,5,rock,,sturdy,weak-armor,sand-force,0,55,75,85,25,25,15,280
525,boldore,5,rock,,sturdy,weak-armor,sand-force,0,70,105,105,50,40,20,390
526,gigalith,5,rock,,sturdy,sand-stream,sand-force,0,85,135,130,60,80,25,515
527,woobat,5,psychic,flying,unaware,klutz,simple,0,65,45,43,55,43,72,323
528,swoobat,5,psychic,flying,unaware,klutz,simple,0,67,57,55,77,55,114,425
529,drilbur,5,ground,,sand-rush,sand-force,mold-breaker,0,60,85,40,30,45,68,328
530,excadrill,5,ground,steel,sand-rush,sand-force,mold-breaker,0,110,135,60,50,65,88,508
531,audino,5,normal,,healer,regenerator,klutz,0,103,60,86,60,86,50,445
532,timburr,5,fighting,,guts,sheer-force,iron-fist,0,75,80,55,25,35,35,305
533,gurdurr,5,fighting,,guts,sheer-force,iron-fist,0,85,105,85,40,50,40,405
534,conkeldurr,5,fighting,,guts,sheer-force,iron-fist,0,105,140,95,55,65,45,505
535,tympole,5,water,,swift-swim,hydration,water-absorb,0,50,50,40,50,40,64,294
536,palpitoad,5,water,ground,swift-swim,hydration,water-absorb,0,75,65,55,65,55,69,384
537,seismitoad,5,water,ground,swift-swim,poison-touch,water-absorb,0,105,95,75,85,75,74,509
538,throh,5,fighting,,guts,inner-focus,mold-breaker,0,120,100,85,30,85,45,465
539,sawk,5,fighting,,sturdy,inner-focus,mold-breaker,0,75,125,75,30,75,85,465
540,sewaddle,5,bug,grass,swarm,chlorophyll,overcoat,0,45,53,70,40,60,42,310
541,swadloon,5,bug,grass,leaf-guard,chlorophyll,overcoat,0,55,63,90,50,80,42,380
542,leavanny,5,bug,grass,swarm,chlorophyll,overcoat,0,75,103,80,70,80,92,500
543,venipede,5,bug,poison,poison-point,swarm,speed-boost,0,30,45,59,30,39,57,260
544,whirlipede,5,bug,poison,poison-point,swarm,speed-boost,0,40,55,99,40,79,47,360
545,scolipede,5,bug,poison,poison-point,swarm,speed-boost,0,60,100,89,55,69,112,485
546,cottonee,5,grass,fairy,prankster,infiltrator,chlorophyll,0,40,27,60,37,50,66,280
547,whimsicott,5,grass,fairy,prankster,infiltrator,chlorophyll,0,60,67,85,77,75,116,480
548,petilil,5,grass,,chlorophyll,own-tempo,leaf-guard,0,45,35,50,70,50,30,280
549,lilligant,5,grass,,chlorophyll,own-tempo,leaf-guard,0,70,60,75,110,75,90,480
550,basculin-red-striped,5,water,,reckless,adaptability,mold-breaker,0,70,92,65,80,55,98,460
551,sandile,5,ground,dark,intimidate,moxie,anger-point,0,50,72,35,35,35,65,292
552,krokorok,5,ground,dark,intimidate,moxie,anger-point,0,60,82,45,45,45,74,351
553,krookodile,5,ground,dark,intimidate,moxie,anger-point,0,95,117,80,65,70,92,519
554,darumaka,5,fire,,hustle,,inner-focus,0,70,90,45,15,45,50,315
555,darmanitan-standard,5,fire,,sheer-force,,zen-mode,0,105,140,55,30,55,95,480
556,maractus,5,grass,,water-absorb,chlorophyll,storm-drain,0,75,86,67,106,67,60,461
557,dwebble,5,bug,rock,sturdy,shell-armor,weak-armor,0,50,65,85,35,35,55,325
558,crustle,5,bug,rock,sturdy,shell-armor,weak-armor,0,70,105,125,65,75,45,485
559,scraggy,5,dark,fighting,shed-skin,moxie,intimidate,0,50,75,70,35,70,48,348
560,scrafty,5,dark,fighting,shed-skin,moxie,intimidate,0,65,90,115,45,115,58,488
561,sigilyph,5,psychic,flying,wonder-skin,magic-guard,tinted-lens,0,72,58,80,103,80,97,490
562,yamask,5,ghost,,mummy,,,0,38,30,85,55,65,30,303
563,cofagrigus,5,ghost,,mummy,,,0,58,50,145,95,105,30,483
564,tirtouga,5,water,rock,solid-rock,sturdy,swift-swim,0,54,78,103,53,45,22,355
565,carracosta,5,water,rock,solid-rock,sturdy,swift-swim,0,74,108,133,83,65,32,495
566,archen,5,rock,flying,defeatist,,,0,55,112,45,74,45,70,401
567,archeops,5,rock,flying,defeatist,,,0,75,140,65,112,65,110,567
568,trubbish,5,poison,,stench,sticky-hold,aftermath,0,50,50,62,40,62,65,329
569,garbodor,5,poison,,stench,weak-armor,aftermath,0,80,95,82,60,82,75,474
570,zorua,5,dark,,illusion,,,0,40,65,40,80,40,65,330
571,zoroark,5,dark,,illusion,,,0,60,105,60,120,60,105,510
572,minccino,5,normal,,cute-charm,technician,skill-link,0,55,50,40,40,40,75,300
573,cinccino,5,normal,,cute-charm,technician,skill-link,0,75,95,60,65,60,115,470
574,gothita,5,psychic,,frisk,competitive,shadow-tag,0,45,30,50,55,65,45,290
575,gothorita,5,psychic,,frisk,competitive,shadow-tag,0,60,45,70,75,85,55,390
576,gothitelle,5,psychic,,frisk,competitive,shadow-tag,0,70,55,95,95,110,65,490
577,solosis,5,psychic,,overcoat,magic-guard,regenerator,0,45,30,40,105,50,20,290
578,duosion,5,psychic,,overcoat,magic-guard,regenerator,0,65,40,50,125,60,30,370
579,reuniclus,5,psychic,,overcoat,magic-guard,regenerator,0,110,65,75,125,85,30,490
580,ducklett,5,water,flying,keen-eye,big-pecks,hydration,0,62,44,50,44,50,55,305
581,swanna,5,water,flying,keen-eye,big-pecks,hydration,0,75,87,63,87,63,98,473
582,vanillite,5,ice,,ice-body,snow-cloak,weak-armor,0,36,50,50,65,60,44,305
583,vanillish,5,ice,,ice-body,snow-cloak,weak-armor,0,51,65,65,80,75,59,395
584,vanilluxe,5,ice,,ice-body,snow-warning,weak-armor,0,71,95,85,110,95,79,535
585,deerling,5,normal,grass,chlorophyll,sap-sipper,serene-grace,0,60,60,50,40,50,75,335
586,sawsbuck,5,normal,grass,chlorophyll,sap-sipper,serene-grace,0,80,100,70,60,70,95,475
587,emolga,5,electric,flying,static,,motor-drive,0,55,75,60,75,60,103,428
588,karrablast,5,bug,,swarm,shed-skin,no-guard,0,50,75,45,40,45,60,315
589,escavalier,5,bug,steel,swarm,shell-armor,overcoat,0,70,135,105,60,105,20,495
590,foongus,5,grass,poison,effect-spore,,regenerator,0,69,55,45,55,55,15,294
591,amoonguss,5,grass,poison,effect-spore,,regenerator,0,114,85,70,85,80,30,464
592,frillish,5,water,ghost,water-absorb,cursed-body,damp,0,55,40,50,65,85,40,335
593,jellicent,5,water,ghost,water-absorb,cursed-body,damp,0,100,60,70,85,105,60,480
594,alomomola,5,water,,healer,hydration,regenerator,0,165,75,80,40,45,65,470
595,joltik,5,bug,electric,compound-eyes,unnerve,swarm,0,50,47,50,57,50,65,319
596,galvantula,5,bug,electric,compound-eyes,unnerve,swarm,0,70,77,60,97,60,108,472
597,ferroseed,5,grass,steel,iron-barbs,,,0,44,50,91,24,86,10,305
598,ferrothorn,5,grass,steel,iron-barbs,,anticipation,0,74,94,131,54,116,20,489
599,klink,5,steel,,plus,minus,clear-body,0,40,55,70,45,60,30,300
600,klang,5,steel,,plus,minus,clear-body,0,60,80,95,70,85,50,440
601,klinklang,5,steel,,plus,minus,clear-body,0,60,100,115,70,85,90,520
602,tynamo,5,electric,,levitate,,,0,35,55,40,45,40,60,275
603,eelektrik,5,electric,,levitate,,,0,65,85,70,75,70,40,405
604,eelektross,5,electric,,levitate,,,0,85,115,80,105,80,50,515
605,elgyem,5,psychic,,telepathy,synchronize,analytic,0,55,55,55,85,55,30,335
606,beheeyem,5,psychic,,telepathy,synchronize,analytic,0,75,75,75,125,95,40,485
607,litwick,5,ghost,fire,flash-fire,flame-body,infiltrator,0,50,30,55,65,55,20,275
608,lampent,5,ghost,fire,flash-fire,flame-body,infiltrator,0,60,40,60,95,60,55,370
609,chandelure,5,ghost,fire,flash-fire,flame-body,infiltrator,0,60,55,90,145,90,80,520
610,axew,5,dragon,,rivalry,mold-breaker,unnerve,0,46,87,60,30,40,57,320
611,fraxure,5,dragon,,rivalry,mold-breaker,unnerve,0,66,117,70,40,50,67,410
612,haxorus,5,dragon,,rivalry,mold-breaker,unnerve,0,76,147,90,60,70,97,540
613,cubchoo,5,ice,,snow-cloak,slush-rush,rattled,0,55,70,40,60,40,40,305
614,beartic,5,ice,,snow-cloak,slush-rush,swift-swim,0,95,130,80,70,80,50,505
615,cryogonal,5,ice,,levitate,,,0,80,50,50,95,135,105,515
616,shelmet,5,bug,,hydration,shell-armor,overcoat,0,50,40,85,40,65,25,305
617,accelgor,5,bug,,hydration,sticky-hold,unburden,0,80,70,40,100,60,145,495
618,stunfisk,5,ground,electric,static,limber,sand-veil,0,109,66,84,81,99,32,471
619,mienfoo,5,fighting,,inner-focus,regenerator,reckless,0,45,85,50,55,50,65,350
620,mienshao,5,fighting,,inner-focus,regenerator,reckless,0,65,125,60,95,60,105,510
621,druddigon,5,dragon,,rough-skin,sheer-force,mold-breaker,0,77,120,90,60,90,48,485
622,golett,5,ground,ghost,iron-fist,klutz,no-guard,0,59,74,50,35,50,35,303
623,golurk,5,ground,ghost,iron-fist,klutz,no-guard,0,89,124,80,55,80,55,483
624,pawniard,5,dark,steel,defiant,inner-focus,pressure,0,45,85,70,40,40,60,340
625,bisharp,5,dark,steel,defiant,inner-focus,pressure,0,65,125,100,60,70,70,490
626,bouffalant,5,normal,,reckless,sap-sipper,soundproof,0,95,110,95,40,95,55,490
627,rufflet,5,normal,flying,keen-eye,sheer-force,hustle,0,70,83,50,37,50,60,350
628,braviary,5,normal,flying,keen-eye,sheer-force,defiant,0,100,123,75,57,75,80,510
629,vullaby,5,dark,flying,big-pecks,overcoat,weak-armor,0,70,55,75,45,65,60,370
630,mandibuzz,5,dark,flying,big-pecks,overcoat,weak-armor,0,110,65,105,55,95,80,510
631,heatmor,5,fire,,gluttony,flash-fire,white-smoke,0,85,97,66,105,66,65,484
632,durant,5,bug,steel,swarm,hustle,truant,0,58,109,112,48,48,109,484
633,deino,5,dark,dragon,hustle,,,0,52,65,50,45,50,38,300
634,zweilous,5,dark,dragon,hustle,,,0,72,85,70,65,70,58,420
635,hydreigon,5,dark,dragon,levitate,,,0,92,105,90,125,90,98,600
636,larvesta,5,bug,fire,flame-body,,swarm,0,55,85,55,50,55,60,360
637,volcarona,5,bug,fire,flame-body,,swarm,0,85,60,65,135,105,100,550
638,cobalion,5,steel,fighting,justified,,,1,91,90,129,90,72,108,580
639,terrakion,5,rock,fighting,justified,,,1,91,129,90,72,90,108,580
640,virizion,5,grass,fighting,justified,,,1,91,90,72,90,129,108,580
641,tornadus-incarnate,5,flying,,prankster,,defiant,1,79,115,70,125,80,111,580
642,thundurus-incarnate,5,electric,flying,prankster,,defiant,1,79,115,70,125,80,111,580
643,reshiram,5,dragon,fire,turboblaze,,,1,100,120,100,150,120,90,680
644,zekrom,5,dragon,electric,teravolt,,,1,100,150,120,120,100,90,680
